distance_cm,weight_kg,vibration_g,vibration_x,vibration_y,vibration_z,material_flow_rate_tph,state_label,is_anomaly,fault_type,signal_dropout,bed_height_cm,true_distance_cm,true_weight_kg,gravity_accel_mps2,friction_angle_deg,effective_accel_mps2,ore_velocity_mps,hx711_electrical_noise_kg,hx711_drift_kg,mpu6050_bias_g,mpu6050_jitter_g
0.0,0.0,0.0,-0.01,0.04,-0.03,0.0,0,1,signal_dropout,True,45.077,54.923,323.84,9.81,26.688,5.20737,2.51534,-1.8362,-2.3505,0.07128,0.02079
32.2,649.5,1.4,0.53,0.42,1.21,105.8,1,0,none,False,68.228,31.772,651.384,9.81,32.292,4.47984,1.0369,4.0259,-6.0438,0.05792,-0.0269
51.6,326.0,3.19,1.2,1.41,2.61,258.3,0,0,none,False,48.247,51.753,332.927,9.81,23.298,5.61281,2.61143,-1.5888,-5.3966,-0.04813,-0.01226
50.2,326.0,3.3,1.02,1.14,2.95,233.7,0,0,none,False,50.21,49.79,334.982,9.81,22.298,5.72837,2.63818,-2.8951,-6.1519,-0.01829,0.03337
29.3,630.5,1.43,0.5,0.68,1.16,98.9,1,0,none,False,70.916,29.084,637.269,9.81,28.45,4.98717,1.09404,0.3989,-7.3477,-0.01618,0.00955
61.9,264.0,3.16,1.43,1.08,2.61,234.3,0,0,none,False,38.271,61.729,269.346,9.81,25.146,5.39462,2.56017,-0.4229,-4.7696,-0.00759,-0.02793
59.3,267.0,3.27,1.2,1.07,2.84,243.1,0,0,none,False,41.028,58.972,276.261,9.81,22.101,5.75101,2.64338,-2.3085,-7.0448,0.01969,-0.04062
45.0,400.0,3.07,1.42,1.07,2.49,234.3,0,0,none,False,54.806,45.194,405.786,9.81,27.783,5.07135,2.48228,0.7267,-6.6816,-0.02382,-0.00872
48.2,310.5,3.2,1.45,1.49,2.48,239.7,0,0,none,False,51.621,48.379,315.805,9.81,24.196,5.50759,2.58684,-2.0558,-3.2932,-0.00168,-0.02139
0.0,0.0,0.0,0.01,-0.01,0.0,0.0,0,1,signal_dropout,True,38.998,61.002,269.574,9.81,23.685,5.5677,2.60091,-0.7442,-1.7656,0.07054,0.02385
58.0,282.5,3.18,1.11,1.55,2.55,240.3,0,0,none,False,42.664,57.336,286.012,9.81,23.808,5.55324,2.59753,-0.8421,-2.4823,-0.05503,-0.00186
54.0,312.5,3.19,1.19,1.2,2.74,245.9,0,0,none,False,46.173,53.827,315.635,9.81,23.618,5.57553,2.60274,-0.9291,-2.2994,-0.04687,-0.00798
59.8,268.5,3.2,1.1,1.33,2.72,253.0,0,0,none,False,40.161,59.839,273.006,9.81,23.1,5.63581,2.61677,-1.5476,-2.8436,-0.0377,-0.02735
29.9,572.0,1.29,0.54,0.58,1.02,103.1,1,0,none,False,69.632,30.368,569.812,9.81,33.605,4.29679,1.0155,0.4233,1.5191,-0.04424,-0.00074
65.1,242.0,3.23,1.35,1.1,2.69,245.1,0,0,none,False,35.456,64.544,246.64,9.81,21.697,5.79706,2.65395,-2.5419,-2.1029,-0.03641,-0.04235
58.0,283.5,3.28,1.61,1.25,2.55,248.9,0,0,none,False,42.537,57.463,277.637,9.81,20.754,5.9036,2.67822,1.4976,4.5577,-0.04641,-0.00983
50.4,343.0,3.11,1.11,1.45,2.54,231.6,0,0,none,False,49.759,50.241,350.095,9.81,28.286,5.00796,2.46671,-2.9983,-4.0517,0.00053,0.03293
55.8,313.0,3.09,1.05,0.93,2.73,234.2,0,0,none,False,44.664,55.336,304.506,9.81,26.636,5.21372,2.51688,1.1036,7.4623,-0.00639,-0.04026
18.1,774.5,1.33,0.63,0.55,1.04,101.5,1,0,none,False,81.725,18.275,770.252,9.81,33.086,4.36982,1.02409,-0.8849,5.3393,-0.00269,-0.01949
29.4,662.5,1.41,0.56,0.63,1.12,104.0,1,0,none,False,71.013,28.987,670.851,9.81,30.228,4.75729,1.06853,-0.4237,-8.0,0.04276,-0.0357
48.4,350.0,2.99,1.0,1.18,2.56,235.0,0,0,none,False,51.421,48.579,354.25,9.81,29.457,4.85798,2.4295,1.53,-5.9166,-0.05703,0.01324
50.7,336.5,3.27,1.12,1.08,2.88,245.5,0,0,none,False,49.114,50.886,342.841,9.81,24.462,5.47609,2.57943,0.8037,-7.2819,-0.00186,0.05807
60.8,256.0,3.15,1.19,1.32,2.59,246.2,0,0,none,False,39.072,60.928,261.96,9.81,26.864,5.18572,2.51011,1.014,-6.9198,0.00828,0.01264
12.3,1037.5,0.21,0.11,0.1,0.2,1.9,2,0,none,False,87.833,12.167,1034.642,9.81,38.912,3.49364,0.03663,4.1764,-1.0702,0.02813,0.01514
0.0,0.0,0.0,0.0,-0.03,-0.01,0.0,0,1,signal_dropout,True,37.985,62.015,270.189,9.81,23.86,5.5471,2.5961,1.4081,1.9817,0.05994,-0.02633
22.3,699.0,1.45,0.57,0.51,1.25,101.8,1,0,none,False,77.516,22.484,702.956,9.81,33.321,4.33681,1.02021,0.9996,-4.9569,0.06823,0.03941
50.8,349.5,3.12,1.5,1.32,2.39,237.9,0,0,none,False,49.079,50.921,352.992,9.81,25.258,5.38119,2.55698,3.7853,-7.3023,-0.07357,0.00439
10.2,1056.5,0.19,0.04,0.04,0.17,1.4,2,0,none,False,90.345,9.655,1057.311,9.81,39.896,3.33185,0.03577,2.6463,-3.6707,-0.00373,0.02964
52.7,333.5,2.94,1.36,1.32,2.24,235.1,0,0,none,False,46.932,53.068,341.637,9.81,31.455,4.59381,2.36252,-2.9429,-5.1154,-0.00516,-0.00603
0.0,0.0,0.0,0.01,-0.02,0.0,0.0,0,1,signal_dropout,True,40.476,59.524,269.619,9.81,26.931,5.17745,2.50811,0.1334,-1.9575,0.07985,0.01965
24.0,631.5,1.41,0.52,0.61,1.14,100.3,1,0,none,False,76.405,23.595,638.886,9.81,32.658,4.42933,1.03104,-2.3744,-4.8357,0.0618,-0.0133
8.1,1036.0,0.22,0.11,0.09,0.17,1.9,2,0,none,False,91.626,8.374,1041.627,9.81,37.096,3.781,0.0381,-3.176,-2.2406,0.03277,0.02185
58.0,304.0,3.21,1.09,1.59,2.58,262.9,0,0,none,False,41.919,58.081,297.713,9.81,23.932,5.53871,2.59414,2.2223,4.0364,-0.00803,-0.01051
25.7,666.0,1.49,0.46,0.53,1.33,106.9,1,0,none,False,74.358,25.642,669.22,9.81,30.486,4.72326,1.0647,1.3663,-4.7906,0.04928,0.03897
56.4,302.0,3.17,1.22,1.51,2.52,229.0,0,0,none,False,43.929,56.071,312.985,9.81,25.696,5.32842,2.54441,-3.1305,-8.0,-0.0419,0.04041
48.7,341.0,3.22,1.01,1.04,2.86,228.7,0,0,none,False,50.513,49.487,348.088,9.81,23.893,5.54324,2.5952,-1.4325,-5.6933,-0.03639,0.02444
55.6,290.5,3.12,1.02,1.02,2.78,240.1,0,0,none,False,44.095,55.905,294.799,9.81,25.489,5.35334,2.55035,-2.0184,-2.2798,-0.05321,-0.00546
49.4,358.5,3.17,1.12,1.43,2.59,261.8,0,0,none,False,50.598,49.402,363.411,9.81,24.649,5.45396,2.57421,-1.7513,-3.1643,-0.06377,0.0213
45.2,374.0,3.11,1.52,1.28,2.37,268.1,0,0,none,False,54.934,45.066,381.831,9.81,25.027,5.4088,2.56353,-0.7621,-7.1869,-0.06557,-0.02104
61.1,265.5,3.11,1.41,1.13,2.52,227.5,0,0,none,False,39.675,60.325,267.46,9.81,25.468,5.35585,2.55095,2.588,-4.4036,-0.03191,-0.03651
7.2,1042.0,0.25,0.07,0.13,0.2,3.6,2,0,none,False,92.823,7.177,1045.452,9.81,37.098,3.78062,0.0381,-0.5455,-2.7568,0.05213,0.0324
59.5,279.5,3.2,1.18,1.44,2.59,223.7,0,0,none,False,40.286,59.714,285.352,9.81,24.818,5.43378,2.56944,-2.1054,-3.6653,-0.01396,0.00783
49.2,330.5,3.25,1.58,1.23,2.58,243.9,0,0,none,False,51.131,48.869,337.712,9.81,25.087,5.40161,2.56183,-0.6928,-6.4038,0.00583,0.05388
61.3,277.5,3.08,1.33,1.08,2.51,235.8,0,0,none,False,38.58,61.42,274.667,9.81,27.466,5.11097,2.49195,0.3639,2.4639,-0.01295,-0.01784
62.5,278.0,3.27,1.61,1.19,2.62,238.0,0,0,none,False,38.138,61.862,282.816,9.81,23.179,5.62664,2.61464,2.6967,-7.516,-0.01063,0.02484
59.8,266.0,3.31,1.03,1.51,2.73,256.0,0,0,none,False,40.893,59.107,276.118,9.81,21.784,5.78716,2.65168,-2.9156,-7.4111,-0.00107,0.00832
20.9,759.5,1.34,0.61,0.54,1.09,98.0,1,0,none,False,78.83,21.17,768.053,9.81,33.555,4.30382,1.01632,-1.2165,-7.468,0.05545,-0.05696
33.4,619.0,1.48,0.45,0.62,1.25,104.3,1,0,none,False,66.353,33.647,614.159,9.81,31.032,4.65065,1.05648,2.1547,2.8435,0.06714,0.02057
54.1,281.5,3.11,1.38,0.98,2.65,256.7,0,0,none,False,45.931,54.069,286.76,9.81,26.003,5.29114,2.53549,1.4649,-6.6201,-0.01783,-0.03542
23.2,702.0,1.33,0.61,0.44,1.09,106.4,1,0,none,False,76.351,23.649,707.137,9.81,31.536,4.58295,1.04877,0.9235,-5.8404,-0.02578,-0.02647
57.6,308.0,3.32,1.53,1.12,2.67,263.4,0,0,none,False,42.636,57.364,299.134,9.81,21.671,5.80006,2.65463,1.5779,7.4954,-0.01412,0.02493
31.9,630.0,1.42,0.57,0.68,1.11,96.9,1,0,none,False,68.605,31.395,628.366,9.81,31.111,4.64014,1.05529,0.5271,1.0619,0.08,-0.04855
54.3,318.0,3.07,1.17,1.29,2.56,239.7,0,0,none,False,45.636,54.364,322.5,9.81,27.265,5.13606,2.49806,-2.2705,-2.0738,-0.03384,-0.01205
55.1,300.5,3.2,1.6,1.0,2.59,224.1,0,0,none,False,44.734,55.266,308.468,9.81,25.139,5.39546,2.56037,-2.0382,-5.9871,-0.02807,0.03705
59.6,273.5,3.22,1.49,1.22,2.56,255.5,0,0,none,False,40.225,59.775,273.368,9.81,23.595,5.57818,2.60336,2.1126,-1.8883,-0.04202,0.01766
24.1,660.5,1.45,0.48,0.55,1.25,105.8,1,0,none,False,74.951,25.049,667.531,9.81,30.672,4.69861,1.06192,-3.2627,-3.521,0.07036,-0.01129
42.6,423.0,3.13,0.99,1.15,2.74,233.8,0,0,none,False,57.34,42.66,424.547,9.81,26.469,5.23423,2.52182,-0.5546,-1.0583,-0.05581,0.04304
60.4,273.5,3.21,1.54,1.36,2.46,236.1,0,0,none,False,39.804,60.196,271.1,9.81,24.549,5.46577,2.577,0.5218,1.8841,-0.01565,0.01458
7.0,1116.0,0.12,0.01,0.01,0.05,1.5,2,0,none,False,92.354,7.646,1121.081,9.81,40.585,3.21573,0.03514,-0.0519,-4.944,-0.03076,-0.01583
9.6,1078.0,0.12,0.05,0.05,0.08,3.9,2,0,none,False,90.251,9.749,1079.142,9.81,37.581,3.70568,0.03772,1.6545,-2.5625,0.0245,-0.06592
49.5,332.5,3.03,0.93,1.2,2.6,228.3,0,0,none,False,50.62,49.38,341.625,9.81,27.92,5.05414,2.47806,-2.4511,-6.654,-0.07715,0.00896
54.1,310.5,3.09,1.17,1.45,2.44,251.3,0,0,none,False,45.35,54.65,317.563,9.81,25.805,5.31515,2.54124,-0.5772,-6.4444,-0.05936,-0.0212
23.4,708.5,1.35,0.59,0.41,1.12,95.4,1,0,none,False,76.845,23.155,703.484,9.81,32.504,4.45067,1.03352,2.3329,2.6302,0.01069,-0.01706
59.9,258.5,3.18,1.1,1.58,2.52,227.1,0,0,none,False,40.475,59.525,265.525,9.81,25.672,5.33125,2.54509,0.4077,-7.3148,-0.0011,0.00675
37.2,453.5,3.25,1.49,1.36,2.55,267.4,0,0,none,False,62.798,37.202,458.707,9.81,22.56,5.69824,2.63123,-1.0162,-4.1938,-0.03296,0.01024
56.9,300.0,3.12,1.46,1.0,2.59,206.6,0,0,none,False,43.635,56.365,299.875,9.81,26.002,5.29122,2.53551,0.8919,-0.8557,-0.04431,-0.00308
25.6,629.5,1.38,0.63,0.4,1.11,94.8,1,0,none,False,73.766,26.234,628.412,9.81,32.125,4.50285,1.03956,-1.7697,3.0461,-0.03292,0.04946
52.3,337.5,3.17,1.07,1.14,2.76,245.0,0,0,none,False,47.514,52.486,332.316,9.81,24.776,5.43883,2.57064,1.9826,3.0241,-0.03451,0.00473
30.1,686.5,1.49,0.52,0.75,1.17,97.0,1,0,none,False,69.252,30.748,687.747,9.81,30.636,4.70344,1.06246,1.9943,-3.077,0.06054,0.039
27.7,661.0,1.35,0.61,0.54,1.1,102.7,1,0,none,False,72.444,27.556,654.568,9.81,34.202,4.21164,1.00538,1.2947,4.9162,0.01994,0.00623
46.4,360.0,3.21,1.54,1.3,2.5,249.8,0,0,none,False,53.979,46.021,363.489,9.81,23.526,5.58626,2.60524,-2.0016,-1.6808,-0.02629,-0.00756
52.2,334.5,3.19,1.1,1.48,2.57,251.1,0,0,none,False,47.96,52.04,335.317,9.81,24.785,5.43774,2.57038,-0.3357,-0.4072,-0.04272,0.03288
48.8,326.5,3.14,1.55,1.17,2.46,240.7,0,0,none,False,51.465,48.535,327.599,9.81,27.368,5.12325,2.49494,1.8062,-2.9996,0.01888,0.00783
39.7,388.0,3.4,1.65,1.47,2.59,226.3,0,0,none,False,60.577,39.423,395.215,9.81,20.28,5.9567,2.69024,-2.3689,-4.7352,-0.00017,0.05148
29.9,637.0,1.45,0.61,0.72,1.12,97.5,1,0,none,False,70.668,29.332,632.309,9.81,31.841,4.54155,1.04402,4.3298,0.39,0.0725,0.00706
28.0,615.5,1.4,0.55,0.55,1.14,90.9,1,0,none,False,71.69,28.31,615.781,9.81,32.94,4.39019,1.02647,6.0643,-6.2596,0.04079,0.00717
67.0,224.5,3.19,1.45,1.46,2.48,246.5,0,0,none,False,33.6,66.4,221.846,9.81,24.691,5.44893,2.57302,1.9621,0.81,-0.04945,0.03611
26.4,625.5,1.27,0.6,0.57,0.96,97.3,1,0,none,False,73.45,26.55,619.35,9.81,35.163,4.072,0.98858,0.1864,6.1295,-0.0286,-0.00373
53.3,315.0,3.1,1.47,1.2,2.45,262.0,0,0,none,False,46.727,53.273,313.798,9.81,25.881,5.30594,2.53904,2.2525,-1.287,-0.04939,-0.01546
48.2,389.5,3.28,1.03,1.23,2.84,266.7,0,0,none,False,52.182,47.818,380.761,9.81,23.882,5.54453,2.5955,3.1865,5.6773,0.00355,0.0382
55.4,276.0,3.18,1.05,1.21,2.77,226.1,0,0,none,False,44.438,55.562,286.451,9.81,23.36,5.60561,2.60975,-3.2176,-7.0081,-0.05828,-0.01069
57.6,274.0,3.05,1.48,1.31,2.31,234.4,0,0,none,False,42.811,57.189,274.505,9.81,27.784,5.07118,2.48223,0.6113,-1.0795,-0.02934,-0.02032
59.6,270.5,3.09,1.53,1.06,2.48,241.2,0,0,none,False,40.993,59.007,276.003,9.81,26.152,5.27304,2.53116,-0.3309,-5.3147,-0.05798,-0.01415
57.2,264.5,3.21,1.43,1.56,2.41,254.3,0,0,none,False,42.967,57.033,269.856,9.81,24.559,5.46457,2.57671,-2.4083,-3.1338,-0.03208,0.03109
54.3,312.0,3.19,1.44,1.56,2.37,237.5,0,0,none,False,45.361,54.639,305.668,9.81,24.556,5.46502,2.57682,0.7654,5.5967,-0.0271,0.0051
47.6,349.5,3.23,1.52,1.18,2.59,260.9,0,0,none,False,52.207,47.793,347.573,9.81,21.907,5.77314,2.64846,-0.5219,2.3736,-0.02602,-0.0387
30.5,660.0,1.3,0.5,0.49,1.06,99.5,1,0,none,False,69.359,30.641,654.657,9.81,32.91,4.39439,1.02696,4.3558,1.1482,-0.07612,0.02624
50.7,335.0,14.19,6.22,4.36,11.98,245.9,0,1,resonance_surge,False,49.416,50.584,331.034,9.81,24.323,5.49253,2.5833,1.9582,1.8303,0.0082,-0.00227
49.0,340.5,3.23,1.5,1.44,2.45,224.4,0,0,none,False,51.396,48.604,346.265,9.81,23.401,5.6008,2.60863,-2.0478,-3.6765,-0.00359,-0.01448
46.3,391.0,3.09,1.48,1.35,2.35,243.6,0,0,none,False,53.4,46.6,398.442,9.81,25.336,5.37174,2.55473,-3.0278,-4.468,-0.04826,-0.04913
55.9,339.0,3.27,1.12,0.98,2.88,246.6,0,0,none,False,44.76,55.24,330.095,9.81,24.16,5.51182,2.58783,1.6929,7.252,0.0051,0.04237
54.3,325.0,3.3,1.37,1.12,2.76,252.0,0,0,none,False,46.256,53.744,329.484,9.81,22.845,5.66539,2.62363,-0.0443,-4.4528,-0.04478,0.07643
5.0,26.0,4.19,1.99,1.37,3.44,190.5,0,1,inverted_physics,False,48.437,51.563,316.985,9.81,25.544,5.34672,2.54878,-0.8552,0.6911,0.06406,-0.00569
4.0,1103.0,0.17,0.1,0.09,0.15,2.5,2,0,none,False,96.144,3.856,1104.05,9.81,39.121,3.45974,0.03645,-0.6995,-0.2728,0.01266,-0.00958
57.7,279.5,3.15,1.42,1.43,2.4,231.0,0,0,none,False,42.519,57.481,287.177,9.81,25.618,5.33779,2.54665,-1.9952,-5.8063,-0.01029,-0.01769
29.0,651.0,1.36,0.53,0.58,1.14,96.5,1,0,none,False,71.266,28.734,658.172,9.81,32.439,4.45961,1.03456,-0.733,-6.638,0.03045,-0.02853
28.9,654.0,1.18,0.36,0.6,0.96,97.0,1,0,none,False,71.388,28.612,653.527,9.81,33.506,4.31077,1.01715,-0.2433,0.5911,-0.0724,-0.08428
46.8,1309.0,6.34,2.26,2.14,5.5,230.8,0,1,load_cell_drift,False,53.372,46.628,368.088,9.81,25.175,5.39109,2.55933,0.4245,-1.4446,0.07344,-0.04087
47.1,376.0,3.12,1.22,1.22,2.6,239.4,0,0,none,False,52.277,47.723,375.569,9.81,26.866,5.18545,2.51004,4.7198,-4.3321,0.02109,-0.03668
59.3,251.0,3.21,1.57,1.27,2.48,238.5,0,0,none,False,40.584,59.416,258.551,9.81,22.705,5.68155,2.62737,-2.4175,-5.2341,-0.06745,0.00557
55.1,309.5,3.3,1.63,1.41,2.53,251.3,0,0,none,False,44.444,55.556,301.062,9.81,21.797,5.7857,2.65134,1.5287,7.0197,-0.02838,0.02908
6.9,1102.0,0.23,0.05,0.06,0.18,0.6,2,0,none,False,93.245,6.755,1103.534,9.81,37.09,3.78198,0.03811,0.1876,-1.8996,0.01886,0.04806
28.4,648.0,1.31,0.58,0.5,1.09,101.2,1,0,none,False,71.491,28.509,649.203,9.81,31.848,4.54066,1.04392,-2.4305,1.2393,-0.06871,0.0023
44.8,374.5,3.31,1.18,1.19,2.82,246.4,0,0,none,False,56.081,43.919,380.91,9.81,21.47,5.82282,2.65984,-1.1115,-5.3704,-0.00195,-0.00353
21.7,750.5,1.44,0.64,0.63,1.14,97.9,1,0,none,False,78.39,21.61,746.422,9.81,30.307,4.74692,1.06736,2.53,1.362,0.07072,-0.0312
4.6,1076.0,0.18,0.1,0.07,0.15,4.9,2,0,none,False,95.749,4.251,1077.224,9.81,38.823,3.50811,0.0367,-0.721,-0.6626,0.00168,0.0151
48.3,364.0,3.05,1.41,1.13,2.44,234.2,0,0,none,False,51.287,48.713,368.973,9.81,28.95,4.92335,2.44579,-2.1174,-2.641,-0.04462,0.03726
52.8,314.0,3.2,1.51,1.49,2.42,246.7,0,0,none,False,46.675,53.325,321.196,9.81,24.351,5.48921,2.58252,-0.328,-6.7611,-0.03752,0.02322
29.3,654.0,1.4,0.68,0.44,1.17,92.6,1,0,none,False,71.054,28.946,655.96,9.81,31.508,4.58675,1.0492,-1.5565,-0.2638,0.05795,-0.03515
29.8,617.0,1.41,0.46,0.56,1.18,96.9,1,0,none,False,70.26,29.74,614.924,9.81,31.071,4.64553,1.0559,-0.6406,2.5375,-0.0065,0.0263
57.8,284.5,3.1,1.32,1.44,2.44,238.8,0,0,none,False,42.355,57.645,277.255,9.81,28.422,4.99074,2.46247,2.2988,4.7843,-0.02318,0.04577
54.7,344.5,13.9,5.36,5.11,11.78,256.9,0,1,resonance_surge,False,45.2,54.8,343.435,9.81,25.338,5.37156,2.55469,0.2597,0.8284,0.00169,-0.04642
56.7,280.5,3.18,1.58,1.49,2.31,241.9,0,0,none,False,42.736,57.264,279.251,9.81,24.081,5.52109,2.59,-1.1711,2.1744,-0.0211,-0.03018
49.8,342.5,3.3,1.62,1.26,2.56,266.6,0,0,none,False,49.932,50.068,343.447,9.81,22.451,5.71077,2.63412,1.2519,-2.4052,-0.01817,0.03637
49.7,317.5,3.2,1.43,1.22,2.57,256.4,0,0,none,False,49.898,50.102,321.332,9.81,25.131,5.39637,2.56058,2.5388,-6.2806,-0.00526,0.01079
58.9,281.5,3.15,1.4,1.2,2.55,258.3,0,0,none,False,41.359,58.641,278.709,9.81,23.701,5.56573,2.60045,1.4382,1.1672,-0.04401,-0.04552
33.8,568.0,1.36,0.42,0.41,1.21,96.4,1,0,none,False,66.613,33.387,574.93,9.81,33.454,4.31807,1.01801,0.3294,-7.3071,-0.01503,0.03528
51.6,332.0,3.15,1.15,1.26,2.66,259.8,0,0,none,False,48.632,51.368,332.587,9.81,25.907,5.30283,2.5383,-0.8311,0.0172,-0.00072,-0.01364
7.2,1133.0,0.24,0.14,0.13,0.21,2.4,2,0,none,False,92.845,7.155,1130.611,9.81,36.341,3.89639,0.03868,4.7,-2.4721,0.07439,-0.00202
61.4,255.5,3.21,1.03,1.12,2.85,231.3,0,0,none,False,38.778,61.222,260.907,9.81,23.421,5.5985,2.6081,1.1058,-6.6603,-0.0501,0.01257
28.3,630.0,1.36,0.59,0.59,1.07,97.0,1,0,none,False,71.045,28.955,630.504,9.81,33.615,4.29529,1.01532,-1.9735,1.4062,0.06188,-0.03936
19.7,719.5,1.34,0.53,0.53,1.08,85.1,1,0,none,False,80.281,19.719,718.056,9.81,33.905,4.25411,1.01044,0.9493,0.4981,0.04492,-0.03744
44.2,400.0,3.22,1.25,0.99,2.87,241.3,0,0,none,False,55.58,44.42,401.006,9.81,22.126,5.7481,2.64271,2.4664,-3.5348,-0.03965,-0.03461
17.4,732.0,1.37,0.69,0.61,1.05,93.8,1,0,none,False,82.085,17.915,731.574,9.81,35.293,4.05286,0.98625,-1.1128,1.3722,0.07093,-0.00301
26.5,680.0,1.44,0.51,0.45,1.3,106.6,1,0,none,False,73.598,26.402,681.662,9.81,31.055,4.64756,1.05613,1.1369,-3.0274,0.06019,-0.00882
34.9,613.5,1.25,0.38,0.47,1.09,103.4,1,0,none,False,65.102,34.898,610.671,9.81,34.088,4.22801,1.00733,2.525,0.5087,-0.08,0.0044
53.5,1344.0,6.14,2.98,2.27,4.87,240.0,0,1,load_cell_drift,False,46.124,53.876,310.273,9.81,25.014,5.41038,2.56391,2.5207,1.6783,0.00969,0.01553
72.4,188.5,3.26,1.17,1.45,2.66,279.2,0,0,none,False,27.732,72.268,192.598,9.81,22.297,5.72848,2.6382,-0.2077,-3.8841,-0.00661,-0.02192
22.6,693.5,1.46,0.66,0.6,1.15,95.4,1,0,none,False,77.173,22.827,698.753,9.81,28.964,4.92157,1.08682,-1.3267,-4.1528,0.06108,-0.02492
55.6,332.0,3.04,1.0,1.51,2.42,249.2,0,0,none,False,45.137,54.863,336.437,9.81,27.296,5.13219,2.49712,0.5121,-5.1281,-0.07422,0.00056
56.4,298.5,3.18,1.27,1.57,2.49,261.6,0,0,none,False,43.615,56.385,307.981,9.81,24.222,5.50455,2.58612,-1.8922,-7.6066,-0.02481,-0.01882
5.3,1044.0,0.23,0.07,0.14,0.16,8.6,2,0,none,False,94.696,5.304,1045.838,9.81,36.865,3.8165,0.03828,0.6345,-2.6695,0.05291,0.00842
48.6,367.5,3.27,1.01,1.61,2.68,253.3,0,0,none,False,52.219,47.781,373.009,9.81,22.646,5.68832,2.62894,0.7731,-6.5166,-0.02424,0.0207
58.4,263.5,3.21,1.48,1.36,2.47,251.7,0,0,none,False,41.873,58.127,272.32,9.81,24.069,5.52261,2.59036,-3.1222,-5.6689,0.00504,-0.01951
58.1,295.0,3.29,1.3,1.22,2.79,243.0,0,0,none,False,40.795,59.205,286.351,9.81,21.634,5.80418,2.65558,1.9326,6.8449,-0.00631,-0.01028
31.3,615.0,1.37,0.63,0.49,1.17,101.9,1,0,none,False,68.547,31.453,619.822,9.81,31.935,4.52872,1.04254,2.3183,-7.0649,-0.01415,0.01512
44.0,396.5,3.15,1.57,1.55,2.28,247.6,0,0,none,False,56.572,43.428,402.399,9.81,25.297,5.3765,2.55587,-0.8286,-4.9632,0.0018,-0.04059
27.9,623.0,1.35,0.5,0.45,1.2,98.1,1,0,none,False,71.567,28.433,626.623,9.81,33.968,4.24508,1.00937,0.7407,-4.3378,0.04542,-0.03107
60.9,259.0,3.2,1.2,1.1,2.68,260.1,0,0,none,False,39.514,60.486,267.604,9.81,22.935,5.65493,2.62121,-4.7358,-4.0073,-0.04904,-0.01157
29.4,612.0,1.4,0.42,0.43,1.24,94.4,1,0,none,False,70.577,29.423,608.614,9.81,30.637,4.70332,1.06245,-0.0833,3.5358,-0.01193,0.01593
31.8,626.0,1.41,0.69,0.59,1.11,99.6,1,0,none,False,68.032,31.968,621.737,9.81,30.153,4.76722,1.06964,0.112,3.988,-0.0292,0.03453
27.7,606.0,1.37,0.65,0.47,1.11,103.5,1,0,none,False,71.968,28.032,603.493,9.81,31.193,4.62914,1.05404,-3.0981,5.8121,-0.02376,0.01061
52.3,336.0,3.14,1.04,1.19,2.7,251.6,0,0,none,False,47.799,52.201,338.498,9.81,26.145,5.27389,2.53136,-0.5381,-1.9084,-0.02627,0.01315
6.9,1066.0,0.09,0.06,0.04,0.06,1.1,2,0,none,False,92.507,7.493,1071.473,9.81,40.769,3.18433,0.03497,-0.4516,-5.0112,-0.04771,-0.02431
58.9,270.5,3.28,1.34,1.24,2.76,246.2,0,0,none,False,41.01,58.99,278.977,9.81,22.315,5.72642,2.63773,-2.6792,-5.8873,-0.03387,0.02652
53.1,330.0,3.05,1.16,1.5,2.37,232.1,0,0,none,False,47.164,52.836,329.972,9.81,27.988,5.04553,2.47595,-0.7732,0.7095,-0.03113,-0.00871
48.1,360.0,3.29,1.33,1.54,2.59,245.2,0,0,none,False,52.128,47.872,369.045,9.81,22.58,5.69602,2.63071,-2.0457,-6.8133,-0.01956,0.03315
6.3,1103.5,0.24,0.09,0.11,0.17,3.9,2,0,none,False,93.988,6.012,1106.518,9.81,37.327,3.74528,0.03792,-0.4988,-2.6585,0.0519,0.02013
55.4,304.5,3.11,1.17,1.5,2.46,266.9,0,0,none,False,45.004,54.996,300.359,9.81,26.108,5.27842,2.53245,3.4219,0.598,-0.02763,-0.02355
20.2,694.0,1.35,0.43,0.49,1.2,101.3,1,0,none,False,79.079,20.921,689.526,9.81,33.577,4.30066,1.01595,1.9508,2.5729,0.03701,-0.0233
57.7,284.0,3.3,1.15,1.03,2.91,234.8,0,0,none,False,41.87,58.13,287.532,9.81,21.638,5.8038,2.65549,-0.9584,-2.4401,-0.04491,0.03341
11.9,1079.5,0.23,0.06,0.1,0.21,3.9,2,0,none,False,88.315,11.685,1077.584,9.81,37.077,3.78391,0.03812,2.6881,-0.9914,-0.00016,0.06916
51.8,337.0,3.28,1.25,1.04,2.85,278.6,0,0,none,False,48.833,51.167,338.448,9.81,22.299,5.72828,2.63815,2.8777,-4.2437,-0.0427,0.03729
0.0,0.0,0.0,-0.02,-0.01,0.0,0.0,0,1,signal_dropout,True,56.679,43.321,364.275,9.81,29.429,4.86154,2.43039,-4.3426,1.4325,0.06295,0.05023
53.3,308.0,3.22,1.44,1.4,2.52,264.4,0,0,none,False,46.133,53.867,301.244,9.81,24.056,5.52406,2.5907,0.154,6.3697,-0.02571,0.01515
